303ff2e9be876c9378e769a606aff3c2c569912a	api.ANGLE_instanced_arrays	TRUE	FALSE	FALSE	2016-06-07	2018-12-07
303ff2e9be876c9378e769a606aff3c2c569912a	api.ANGLE_instanced_arrays.drawArraysInstancedANGLE	TRUE	FALSE	FALSE	2016-06-07	2018-12-07
303ff2e9be876c9378e769a606aff3c2c569912a	api.ANGLE_instanced_arrays.drawElementsInstancedANGLE	TRUE	FALSE	FALSE	2016-06-07	2018-12-07
303ff2e9be876c9378e769a606aff3c2c569912a	api.ANGLE_instanced_arrays.vertexAttribDivisorANGLE	TRUE	FALSE	FALSE	2016-06-07	2018-12-07
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortController	TRUE	TRUE	TRUE	2019-03-25	2021-09-24
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortController.AbortController	TRUE	FALSE	TRUE	2019-03-25	2021-09-24
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortController.abort	TRUE	FALSE	TRUE	2019-03-25	2021-09-24
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortController.signal	TRUE	FALSE	TRUE	2019-03-25	2021-09-24
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortPaymentEvent	FALSE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortPaymentEvent.AbortPaymentEvent	FALSE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortPaymentEvent.respondWith	FALSE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal	TRUE	FALSE	TRUE	2018-04-17	2020-10-17
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.abort_event	TRUE	FALSE	TRUE	2018-04-17	2020-10-17
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.abort_static	TRUE	FALSE	FALSE	2021-09-20	2024-03-20
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.abort_static.reason_parameter	FALSE	FALSE	FALSE	2022-03-14	
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.aborted	TRUE	FALSE	TRUE	2018-04-17	2020-10-17
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.any_static	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.reason	TRUE	FALSE	FALSE	2022-03-14	
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.throwIfAborted	TRUE	FALSE	FALSE	2022-04-01	
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbortSignal.timeout_static	TRUE	FALSE	FALSE	2022-09-12	
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbsoluteOrientationSensor	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbsoluteOrientationSensor.AbsoluteOrientationSensor	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange.collapsed	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange.endContainer	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange.endOffset	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange.startContainer	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AbstractRange.startOffset	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.Accelerometer	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.Accelerometer.Accelerometer	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.Accelerometer.x	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.Accelerometer.y	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.Accelerometer.z	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AmbientLightSensor	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AmbientLightSensor.AmbientLightSensor	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AmbientLightSensor.illuminance	TRUE	FALSE	FALSE		
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.AnalyserNode	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.fftSize	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.frequencyBinCount	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.getByteFrequencyData	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.getByteTimeDomainData	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.getFloatFrequencyData	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.getFloatTimeDomainData	TRUE	FALSE	FALSE	2021-04-26	2023-10-26
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.maxDecibels	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.minDecibels	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.AnalyserNode.smoothingTimeConstant	TRUE	FALSE	FALSE	2015-07-28	2018-01-28
303ff2e9be876c9378e769a606aff3c2c569912a	api.Animation	TRUE	FALSE	TRUE	2020-03-24	2022-09-23
